CBFB
EIF4A2
EIF4A3
EIF4B
EIF4EBP1
EIF4G1
EIF4G2
EIF4G3
EIF5
EIF6
ELAVL1
ELAVL3
ELAVL4
ELF1
ELK1
ELK3
ELL2
ELMO1
ELMOD1
ELOVL1
ELOVL2
ELOVL5
EMC10
EMC6
EMILIN1
EMILIN2
EMILIN3
EML2
EML3
EMP1
EMP3
ENAH
ENC1
ENDOD1
ENHO
ENO1
ENO2
ENOPH1
ENPP2
ENTPD1
ENTPD2
ENTPD6
ENTR1
EPAS1
EPB41L1
EPB41L2
EPB41L3
EPDR1
EPHX1
EPN2
ERC1
ERF
ERGIC3
ERH
ERI3
ERMN
ERO1A
ERP29
ERRFI1
ESM1
ETFRF1
ETNPPL
ETS1
ETV1
ETV5
EVA1B
EVI2A
EVL
EXTL3
EZH2
FA2H
FAAP100
FAAP20
FABP7
FADS2
FAIM2
FAM102A
FAM107A
FAM107B
FAM111A
FAM131A
FAM131B
FAM162A
FAM168A
FAM169A
FAM171A1
FAM171B
FAM180A
FAM181B
FAM189A2
FAM20C
FAM217B
FAM221A
FAM222A
FAM229B
FAM32A
FAM49A
FAM49B
FAM78B
FAM91A1
FANCI
FAR1
FARP1
FARSB
FASN
FASTK
FAT1
FAT3
FAU
FAXDC2
FBLIM1
FBLN5
FBXL16
FBXL17
FBXO2
FBXO21
FBXO32
FBXO44
FBXO5
FBXO7
FBXO9
FBXW11
FBXW2
FBXW5
FBXW7
FCER1G
FCGBP
FCGR2B
FCGR3A
FCGRT
FDFT1
FDPS
FERMT1
FERMT3
FES
FEZ1
FGL2
FHL2
FHL3
FIBIN
FIBP
FIS1
FJX1
FKBP10
FKBP15
FKBP1A
FKBP1B
FKBP3
FKBP5
FKBP8
FKBP9
FLI1
FLII
FLNA
FLNC
FMNL2
FMNL3
FNBP1
FNDC3A
FNDC3B
FNDC4
FNTB
FOLR2
FOS
FOSB
FOSL2
FOXG1
FOXM1
FOXN2
FREM2
FRMD4A
FRMD4B
FRRS1L
FRS2
FRYL
FSCN1
FSTL1
FTH1
FTL
FUBP3
FURIN
FUS
FUT8
FXYD1
FXYD5
FXYD6
FXYD7
FYB1
G3BP2
G6PC3
GAA
GAB1
GABARAP
GABARAPL1
GABARAPL2
GABBR1
GABRA1
GABRA5
GABRB2
GABRB3
GABRD
GABRG2
GAD2
GADD45A
GADD45B
GADD45GIP1
GAL3ST1
GAL3ST4
GALNT10
GALNT11
GALNT15
GALNT17
GALNT2
GANAB
GAP43
GAPDH
GAREM2
GAS7
GATAD1
GATAD2A
GATAD2B
GATM
GBA
GBE1
GBP1
GBP2
GCA
GCLC
GCN1
GDAP1
GDAP1L1
GDE1
GDI1
GEM
GFAP
GFOD1
GFPT2
GGH
GGT5
GHITM
GIMAP4
GJA1
GJA4
GJB1
GJC1
GJC2
GLB1
GLCCI1
GLDC
GLDN
GLIPR1
GLIPR2
GLMP
GLRB
GLRX
GLRX5
GLS
GLTP
GLUL
GM2A
GMFG
GMPR
GNA11
GNA12
GNAI1
GNAI3
GNAO1
GNAQ
GNAZ
GNB1
GNB4
GNB5
GNG11
GNG2
GNG3
GNG7
GNL1
GNL3
GNS
GOLGA7
GOLM1
GOLPH3
GOT1
GOT2
GPCPD1
GPD1
GPM6A
GPM6B
GPN1
GPR137B
GPR155
GPR162
GPR17
GPR183
GPR34
GPR4
GPRASP1
GPRC5B
GPRIN1
GPSM2
GPSM3
GPT2
GPX3
GPX4
GPX8
GRAMD1A
GRASP
GRHPR
GRIA1
GRIA2
GRIA3
GRIA4
GRIK1
GRIK3
GRIK5
GRIN1
GRINA
GRSF1
GRWD1
GSAP
GSK3B
GSN
GSS
GSTK1
GSTM3
GTF2I
GTF3A
GTF3C1
GTF3C6
GTPBP2
GUCY1A2
GUCY1B1
GYPC
H1F0
H1FX
H2AFV
H2AFX
H2AFY
H2AFZ
H3F3A
H3F3B
HABP4
HACD2
HACD3
HAMP
HAP1
HAPLN2
HARS
HBA1
HBA2
HBB
HBS1L
HCFC1R1
HCK
HCLS1
HCN2
HDAC1
HDAC11
HDAC2
HDAC7
HDGF
HDGFL3
HDHD2
HEG1
HEPACAM
HEPH
HERC6
HERPUD1
HES4
HES6
HEXA
HEXB
HEY1
HEYL
HHATL
HIC1
HIF1A
HIGD1B
HILPDA
HINT1
HIP1
HIP1R
HIPK2
HIST1H2AC
HIST1H4C
HK1
HK2
HLA-DMA
HLA-DMB
HLA-DOA
HLA-DPA1
HLA-DPB1
HLA-DQA1
HLA-DQB1
HLA-DRA
HLA-DRB1
HLA-DRB5
HLF
HMG20B
HMGA1
HMGN2
HMGN3
HMGXB3
HMOX1
HNMT
HNRNPA0
HNRNPA2B1
HNRNPA3
HNRNPAB
HNRNPD
HNRNPDL
HNRNPH1
HNRNPR
HNRNPU
HNRNPUL1
HNRNPUL2
HOMER1
HOMER3
HOPX
HOXA7
HP1BP3
HPCA
HPCAL4
HPRT1
HS3ST2
HS6ST1
HSBP1
HSD17B10
HSD17B11
HSD17B4
HSP90AB1
HSPA1B
HSPA2
HSPA5
HSPA9
HSPB1
HSPB6
HSPB8
HSPD1
HSPE1
HSPH1
HTRA1
HYAL2
HYOU1
ID1
ID2
ID3
ID4
IDH2
IDH3A
IDI1
IDS
IER2
IER3
IER5
IER5L
IFI16
IFI27
IFI27L2
IFI44
IFI44L
IFI6
IFIT1
IFIT3
IFITM2
IFITM3
IFRD1
IGDCC4
IGF2BP2
IGFBP2
IGFBP3
IGFBP5
IGFBP6
IGFBP7
IGHA1
IGIP
IGKC
IGSF11
IGSF3
IGSF6
IGSF8
IKBKB
IL17D
IL32
ILDR2
ILF2
ILF3
ILK
IMP4
IMPDH2
INA
INAFM1
INAFM2
INF2
INPP4A
INPP5D
INPP5F
INPPL1
INSIG1
INSIG2
IP6K2
IPO13
IPO5
IPO8
IPO9
IQGAP1
IRAK1
IRF1
IRF3
IRS2
IRX1
ISCA1
ISCU
ISG15
ISLR
ISLR2
ITFG1
ITM2A
ITM2B
ITM2C
ITPA
ITPK1
ITPKB
ITPR1
ITPR2
IVD
IVNS1ABP
JAK3
JAKMIP2
JAM2
JAZF1
JCHAIN
JDP2
JPH4
JPT1
JPT2
JTB
JUN
JUNB
KALRN
KANK1
KANK2
KAT2B
KBTBD11
KBTBD2
KCNAB2
KCNC2
KCND3
KCNE3
KCNF1
KCNIP1
KCNJ16
KCNK1
KCNMA1
KCNMB4
KCNN2
KCNN3
KCNQ2
KCTD12
KCTD17
KCTD20
KCTD3
KDELR1
KDELR2
KDM1A
KDM5B
KDM6B
KEAP1
KHDRBS1
KHDRBS3
KHSRP
KIAA0100
KIAA0232
KIAA0513
KIAA0930
KIAA1549
KIF13B
KIF1A
KIF1B
KIF1C
KIF21A
KIF3A
KIF3C
KIF5A
KIF5C
KIFAP3
KIFC2
KLC1
KLC2
KLF10
KLF13
KLF6
KLHDC3
KLHDC8A
KLHL2
KLHL24
KLHL32
KLHL4
KLHL5
KLHL7
KLK6
KMT2C
KPNA2
KPNB1
KRT10
KTN1
KXD1
LAIR1
LAMP2
LAMTOR1
LAMTOR3
LANCL1
LANCL2
LAP3
LAPTM4B
LAPTM5
LARGE1
LARP4
LASP1
LAT2
LBH
LCAT
LCP1
LCP2
LDB2
LDB3
LDHA
LDLRAD3
LDLRAD4
LDOC1
LENG8
LFNG
LGALS3
LGI1
LGI3
LGI4
LGMN
LHFPL2
LHFPL6
LILRB4
LIMA1
LIMCH1
LIMD1
LIMD2
LIMK1
LIMS1
LIPA
LIPE
LITAF
LIX1
LMAN2
LMBRD1
LMBRD2
LMNA
LMNB1
LMNB2
LMO1
LMO2
LMO3
LMO4
LMTK3
LONRF2
LOX
LOXL1
LOXL2
LPAR6
LPCAT1
LPCAT2
LPCAT4
LRCH4
LRRC32
LRRC4B
LRRC59
LRRC8A
LRRC8B
LRRC8D
LRRN1
LRRN3
LRRTM2
LRRTM3
LRWD1
LSAMP
LSM1
LSM10
LSM14A
LSM2
LSM4
LSM5
LSM7
LSM8
LSP1
LSS
LST1
LTBP4
LTC4S
LUC7L
LUC7L2
LUC7L3
LY6E
LY6H
LY86
LYN
LYNX1
LYPD1
LYSMD2
LZIC
LZTS1
LZTS2
LZTS3
M6PR
MACF1
MAD2L2
MADD
MAF
MAFB
MAGEF1
MAGEH1
MAGI2
MAGT1
MAL
MALAT1
MAML1
MAML2
MAMLD1
MAN1A1
MAN1C1
MAN2A1
MAN2A2
MAN2C1
MANF
MAOA
MAOB
MAP1A
MAP1B
MAP1LC3A
MAP2
MAP2K1
MAP2K2
MAP2K4
MAP3K1
MAP3K11
MAP4
MAP4K4
MAP6
MAP7
MAP7D1
MAPK1
MAPK10
MAPK1IP1L
MAPK4
MAPK8IP1
MAPK8IP2
MAPK8IP3
MAPK9
MAPKAPK2
MAPKAPK3
MAPRE1
MAPRE2
MAPRE3
MAPT
MARCH1
MARCH2
MARCH6
MARCH9
MARCKS
MARCKSL1
MASP1
MAST1
MAST3
MAT2A
MATN2
MAU2
MAZ
MBD6
MBNL2
MBOAT2
MBP
MCF2L
MCL1
MCM2
MCM3
MCM4
MCM5
MCM6
MCM7
MCUB
MDFI
MDH1
MDH2
MDM2
MDM4
MEA1
MEF2C
MEGF9
MEIS3
MEOX2
METRN
METRNL
METTL7B
MEX3C
MFAP3L
MFSD1
MFSD12
MFSD2A
MFSD6
MGAT1
MGAT4A
MGAT4B
MGP
MGST1
MGST3
MICAL2
MICALL2
MID1IP1
MIDN
MINK1
MKI67
MKLN1
MKNK1
MLC1
MLEC
MLF2
MLLT1
MLLT11
MLXIP
MMD
MMP14
MMP16
MMP17
MMRN2
MOAP1
MOB1A
MOB3B
MOB4
MOBP
MOCS2
MOG
MORF4L1
MORF4L2
MOV10
MPC1
MPDZ
MPLKIP
MPP1
MPP2
MPP6
MPPE1
MPPED1
MPRIP
MPST
MR1
MRAS
MREG
MRFAP1L1
MRM2
MRO
MS4A6A
MS4A7
MSH2
MSI2
MSMO1
MSR1
MSRA
MSRB2
MT-ATP6
MT-CO1
MT-CO2
MT-CO3
MT-CYB
MT-ND1
MT-ND2
MT-ND3
MT-ND4
MT-ND5
MT1E
MT1F
MT1G
MT1X
MT2A
MT3
MTMR10
MTPN
MTSS1
MTURN
MTUS1
MVB12B
MVP
MX1
MXD4
MXI1
MXRA7
MXRA8
MYADM
MYBL2
MYBPC1
MYC
MYD88
MYDGF
MYEF2
MYH10
MYH9
MYL12A
MYL12B
MYL6
MYL6B
MYL9
MYO10
MYO1B
MYO1E
MYO1F
MYO5A
MYO6
MYO9B
MYOF
MYRF
MYT1
MYT1L
MZT1
NAA38
NABP2
NACA
NACAD
NACC2
NAGA
NAGK
NAGLU
NAIP
NAP1L2
NAP1L3
NAP1L4
NAP1L5
NAPA
NAPB
NASP
NAT8L
NAV1
NAXE
NBEA
NBL1
NBR1
NCALD
NCAM2
NCAPG
NCAPG2
NCBP2
NCDN
NCK2
NCKAP1
NCKAP1L
NCL
NCLN
NCOA1
NCOA7
NCOR2
NCS1
NDFIP1
NDFIP2
NDN
NDRG1
NDRG2
NDRG3
NDRG4
NDST1
NDUFA1
NDUFA11
NDUFA13
NDUFA3
NDUFA4
NDUFA4L2
NDUFA6
NDUFA7
NDUFA8
NDUFAB1
NDUFAF3
NDUFAF8
NDUFB10
NDUFB2
NDUFB5
NDUFB6
NDUFB9
NDUFC2
NDUFS1
NDUFS2
NDUFS3
NDUFS5
NDUFS6
NDUFS8
NEBL
NECAB1
NECAB2
NECAP2
NEDD8
NEFH
NEFL
NEFM
NEGR1
NEK6
NEK7
NEK9
NELFCD
NELL1
NELL2
NENF
NES
NETO2
NEU1
NEU4
NEUROD2
NFASC
NFE2L2
NFIA
NFIB
NFIC
NFIL3
NFIX
NFKBIA
NFKBIZ
NGEF
NHP2
NIFK
NINJ1
NINJ2
NIPA1
NIPAL3
NIPSNAP2
NISCH
NKAIN2
NKAIN4
NKTR
NKX2-2
NKX6-2
NLGN4X
NLK
NLRC5
NME1
NME2
NME4
NMNAT2
NNAT
NNMT
NOL3
NONO
NOP10
NOP53
NOP56
NOVA1
NPAS3
NPC1
NPC2
NPDC1
NPEPL1
NPL
NR2F1
NR2F2
NR4A1
NR4A2
NRBP2
NREP
NRGN
NRIP1
NRN1
NRSN2
NSD2
NSF
NSG1
NSG2
NSMF
NT5C3B
NT5DC2
NT5DC3
NTM
NUCB1
NUCKS1
NUDC
NUDCD2
NUDT1
NUDT11
NUDT21
NUDT3
NUMA1
NUP214
NUP62
NUPR1
NUSAP1
NUTF2
NXF1
NXPE3
OAF
OAS1
OAS3
OAT
OAZ1
OBSL1
OCIAD1
OCIAD2
ODC1
OGA
OGFRL1
OLFM1
OLFML2A
OLFML2B
OLFML3
OLIG1
OLIG2
OPALIN
OPCML
OPHN1
OPTN
ORAI2
ORMDL1
OS9
OSBPL1A
OSBPL3
OST4
OSTF1
OTUB1
OTUD7B
OXCT1
OXR1
P2RX4
P3H1
P3H4
P4HA1
P4HTM
PA2G4
PABPC1
PABPC1L
PABPC4
PACS2
PACSIN1
PADI2
PAFAH1B3
PAICS
PAIP2
PAIP2B
PAK1
PAK3
PALD1
PALLD
PALM
PAM
PAMR1
PAPSS1
PAQR4
PAQR6
PAQR8
PARK7
PARM1
PARP14
PARP4
PARP9
PARVA
PAXBP1
PBK
PBX1
PBXIP1
PCBP1
PCBP2
PCBP4
PCDH1
PCDH10
PCDH12
PCDH17
PCDH7
PCDH9
PCED1A
PCGF2
PCLAF
PCLO
PCMT1
PCMTD2
PCNA
PCOLCE
PCOLCE2
PCP4
PCSK1
PCSK2
PCSK6
PDCD5
PDE2A
PDE4B
PDE4DIP
PDHA1
PDIA4
PDIA6
PDK1
PDK4
PDLIM3
PDLIM4
PDLIM7
PDP1
PDPN
PDZD2
PDZD4
PEA15
PEBP1
PEG10
PEG3
PEMT
PEPD
PET100
PEX2
PEX5L
PFDN2
PFDN5
PFKFB3
PFKFB4
PFKM
PFKP
PFN1
PFN2
PGAM1
PGAP1
PGD
PGK1
PGLS
PGM2L1
PGP
PGRMC1
PHACTR1
PHACTR3
PHB2
PHC1
PHC2
PHF14
PHF19
PHF2
PHGDH
PHKB
PHKG1
PHLDA1
PHLDB1
PHLPP1
PHPT1
PHYHD1
PHYHIP
PHYHIPL
PHYKPL
PI16
PI4KA
PI4KB
PIANP
PICALM
PIEZO1
PIFO
PIGT
PIK3C2B
PIK3IP1
PIK3R1
PIK3R3
PILRB
PIMREG
PIN1
PINK1
PIP4K2A
PIP4K2B
PIP4K2C
PIPOX
PITHD1
PITPNA
PITPNB
PJA2
PKD1
PKD2
PKIA
PKIG
PKP4
PLA2G15
PLA2G2A
PLA2G5
PLCB1
PLCB2
PLCD3
PLCE1
PLCG1
PLCL1
PLD3
PLD4
PLEC
PLEKHA1
PLEKHA4
PLEKHB1
PLEKHG1
PLEKHG2
PLEKHG3
PLEKHH1
PLEKHO2
PLIN2
PLIN3
PLK1
PLK2
PLK3
PLLP
PLOD1
PLOD2
PLOD3
PLP1
PLP2
PLPP1
PLPP2
PLPP3
PLPPR1
PLPPR4
PLSCR1
PLVAP
PLXDC1
PLXDC2
PMEPA1
PML
PMP2
PMP22
PNMA1
PNMA2
PNMA8A
PNMA8B
PNP
PNRC1
POLD2
POLD4
POLR2F
POLR2G
POLR2I
POLR2J
POLR2K
POLR2L
POM121
POM121C
POMGNT1
POMGNT2
POR
POSTN
POU3F2
POU3F3
PPAN
PPARD
PPDPF
PPFIA2
PPIA
PPIB
PPM1A
PPM1E
PPM1G
PPM1K
PPP1CA
PPP1CB
PPP1CC
PPP1R14A
PPP1R15A
PPP1R16B
PPP1R18
PPP1R1B
PPP1R35
PPP1R3B
PPP1R3C
PPP1R7
PPP1R9A
PPP1R9B
PPP2CB
PPP2R2A
PPP2R2B
PPP2R2C
PPP3CA
PPP3CB
PPP3R1
PPP5C
PRAF2
PRC1
PRCP
PRDX1
PRDX4
PRDX5
PRELID3B
PREPL
PREX1
PREX2
PRF1
PRICKLE1
PRICKLE2
PRKACA
PRKACB
PRKAR1B
PRKAR2B
PRKCA
PRKCB
PRKCE
PRKCZ
PRKDC
PRNP
PRPF19
PRPF31
PRR13
PRR18
PRRC2B
PRRG1
PRRX1
PRSS23
PRTFDC1
PRUNE2
PSAT1
PSD
PSD2
PSD3
PSIP1
PSKH1
PSMA1
PSMA2
PSMA4
PSMA5
PSMA7
PSMB1
PSMB10
PSMB2
PSMB5
PSMB6
PSMB7
PSMB8
PSMB9
PSMC3
PSMC4
PSMC5
PSMD1
PSMD11
PSMD13
PSMD2
PSMD3
PSMD8
PSME1
PSME2
PSME4
PSMG3
PSMG4
PSPC1
PSPH
PSRC1
PTBP3
PTEN
PTGDS
PTGES2
PTGFRN
PTGS1
PTK2
PTK2B
PTMS
PTOV1
PTP4A3
PTPA
PTPN12
PTPN13
PTPRD
PTPRJ
PTPRN
PTPRN2
PTTG1
PTTG1IP
PTX3
PUF60
PURA
PXDN
PXK
PXN
PYCARD
PYCR2
PYGB
PYGL
QARS
QKI
QSOX1
R3HDM1
RAB11A
RAB11FIP4
RAB13
RAB15
RAB18
RAB1A
RAB2A
RAB30
RAB31
RAB32
RAB33A
RAB34
RAB3A
RAB3C
RAB3IP
RAB40B
RAB4A
RAB5A
RAB5C
RAB5IF
RAB7A
RAC1
RAD23A
RALB
RALGDS
RALY
RAN
RANBP1
RAP1A
RAP1GAP
RAP1GDS1
RAPGEF1
RAPGEF2
RAPGEF4
RAPGEF5
RARA
RARS
RASD1
RASGRP3
RASSF2
RASSF4
RAVER1
RB1
RBBP7
RBCK1
RBFOX1
RBFOX2
RBFOX3
RBM3
RBM33
RBM39
RBM47
RBM5
RBM6
RBM8A
RBP1
RBX1
RCAN1
RCAN2
RCBTB1
RCBTB2
RCC2
RCN1
RCN2
RCN3
RCSD1
RDH10
RDH11
REEP1
REEP2
REEP3
REEP4
REEP5
RELA
RER1
RETREG1
RFC2
RFC4
RFFL
RFTN2
RFX4
RFX5
RGCC
RGS1
RGS12
RGS16
RGS19
RGS2
RGS3
RGS4
RGS5
RGS6
RHBDD2
RHOA
RHOB
RHOBTB3
RHOG
RHOJ
RHOT2
RHOU
RIDA
RIMS3
RIMS4
RIN2
RIN3
RMDN1
RNASE1
RNASE4
RNASE6
RNASET2
RND2
RNF11
RNF114
RNF13
RNF130
RNF141
RNF144A
RNF145
RNF149
RNF157
RNF166
RNF182
RNF187
RNF19A
RNF208
RNF213
RNF220
RNF40
RNH1
RNPEP
RNPEPL1
RNPS1
ROGDI
ROM1
ROMO1
RORB
RPL10
RPL10A
RPL11
RPL12
RPL13
RPL13A
RPL14
RPL15
RPL17
RPL18
RPL18A
RPL19
RPL21
RPL22
RPL23
RPL23A
RPL24
RPL26
RPL27
RPL27A
RPL28
RPL29
RPL3
RPL30
RPL31
RPL32
RPL34
RPL35
RPL35A
RPL36
RPL36A
RPL37
RPL37A
RPL38
RPL39
RPL41
RPL7
RPL7A
RPL8
RPL9
RPLP0
RPLP1
RPLP2
RPN1
RPN2
RPRD1A
RPS12
RPS13
RPS14
RPS15
RPS15A
RPS16
RPS18
RPS19
RPS2
RPS20
RPS21
RPS23
RPS25
RPS26
RPS27
RPS27A
RPS28
RPS29
RPS3
RPS3A
RPS4X
RPS5
RPS6
RPS8
RRAS
RRM1
RRM2
RSRP1
RSU1
RTKN
RTN1
RTN4RL2
RTRAF
RUBCNL
RUFY3
RUNDC3A
RUNX1
RUVBL2
S100A11
S100A13
S100A16
S100A6
SAA2
SAE1
SALL2
SALL3
SAMD1
SAMD4B
SAMD9L
SAMHD1
SAMSN1
SARS
SASH1
SAT1
SBNO2
SC5D
SCAMP2
SCAMP5
SCARA3
SCARB2
SCD
SCD5
SCG2
SCG3
SCG5
SCIN
SCN1A
SCN1B
SCN2A
SCN3B
SCP2
SCPEP1
SCRG1
SCRN1
SDCBP
SDF4
SDHA
SDR39U1
SEC11A
SEC11C
SEC13
SEC14L2
SEC24D
SEC61A1
SEC61G
SECISBP2L
SEL1L3
SELENOH
SELENON
SELENOP
SELENOW
SEM1
SEMA6B
SEPHS1
SERBP1
SERF2
SERGEF
SERINC1
SERINC2
SERINC5
SERP2
SERPINA3
SERPINB1
SERPINB6
SERPINF1
SERPINH1
SERPINI1
SESN3
SET
SETD2
SETD5
SEZ6
SEZ6L
SEZ6L2
SF1
SF3A3
SF3B1
SF3B3
SF3B6
SFMBT2
SFPQ
SFRP4
SFSWAP
SFT2D2
SFXN1
SGCB
SGCE
SGK1
SGSH
SH2B3
SH3BGRL
SH3BGRL3
SH3BP2
SH3GL2
SH3GL3
SH3GLB1
SH3GLB2
SH3TC1
SHANK3
SHC1
SHC3
SHD
SHISA4
SHISA5
SHKBP1
SHMT2
SHROOM1
SHROOM2
SHTN1
SIDT1
SIGMAR1
SIK3
SIPA1
SIPA1L1
SIRT2
SLA
SLAIN1
SLC11A1
SLC12A2
SLC12A4
SLC12A5
SLC12A7
SLC12A9
SLC14A1
SLC15A2
SLC15A3
SLC16A1
SLC16A10
SLC16A3
SLC1A2
SLC1A3
SLC1A4
SLC20A1
SLC20A2
SLC22A17
SLC22A23
SLC23A2
SLC24A2
SLC25A11
SLC25A13
SLC25A18
SLC25A22
SLC25A23
SLC25A3
SLC25A37
SLC25A39
SLC25A4
SLC25A5
SLC26A2
SLC27A1
SLC27A3
SLC2A1
SLC2A13
SLC2A3
SLC2A4RG
SLC2A5
SLC30A9
SLC31A1
SLC31A2
SLC35B2
SLC35F1
SLC38A1
SLC38A10
SLC38A3
SLC38A5
SLC39A1
SLC39A10
SLC39A12
SLC39A14
SLC39A8
SLC3A2
SLC43A2
SLC43A3
SLC44A1
SLC44A2
SLC48A1
SLC4A10
SLC4A2
SLC4A4
SLC4A7
SLC4A8
SLC6A1
SLC6A11
SLC6A9
SLC7A1
SLC7A11
SLC7A14
SLC7A5
SLC8A1
SLC8A2
SLC9A3R1
SLC9A6
SLCO1A2
SLCO2B1
SLCO3A1
SLIRP
SLITRK2
SMAD5
SMAP2
SMARCA4
SMARCA5
SMARCB1
SMARCC1
SMARCD1
SMC1A
SMC2
SMC4
SMCHD1
SMDT1
SMG1
SMIM29
SMIM3
SMIM4
SMOC1
SMOX
SMPDL3A
SMS
SMTN
SNAP25
SNAP91
SNCA
SNCB
SNCG
SND1
SNHG25
SNN
SNRK
SNRNP200
SNRNP25
SNRNP40
SNRNP70
SNRPB
SNRPC
SNRPD1
SNRPF
SNRPG
SNTA1
SNTG1
SNU13
SNX1
SNX10
SNX19
SNX22
SNX3
SNX6
SOAT1
SOCS3
SOCS6
SOD1
SOD2
SOGA1
SON
SORBS2
SOX10
SOX11
